"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address"
"1347","Kathryn","S","","Carpentier",1,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.","34618370","10.15252/embj.2021108966","The EMBO journal","Department of Immunology and Microbiology, University of Colorado School of Medicine, Aurora, CO, USA"
"1348","Kathryn","S","E","Cheah",57,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"1349","Kathryn","E","","Foulds",4,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA"
"1350","Kathryn","B","","Walters-Conte",9,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.","34822781","10.1016/j.cell.2021.10.030","Cell","Physics Department, American University, Washington, D.C. 20016, USA"
"1351","Kathryn","","","Wilbanks",7,"Z-form extracellular DNA is a structural component of the bacterial biofilm matrix.","34735796","10.1016/j.cell.2021.10.010","Cell","Center for Microbial Pathogenesis, Abigail Wexner Research Institute at Nationwide Children's Hospital, Columbus, OH 43205, USA"
"1352","Katie","","","Jeffery",40,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.","34735795","10.1016/j.cell.2021.10.011","Cell","Oxford University Hospitals NHS Foundation Trust, Oxford, UK"
"1353","Katie","L","","McMahon",31,"Autism-related dietary preferences mediate autism-gut microbiome associations.","34767757","10.1016/j.cell.2021.10.015","Cell","School of Clinical Sciences, Centre for Biomedical Technologies, Queensland University of Technology, Brisbane, Queensland 4000, Australia"
"1354","Katja","","","Petzold",6,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","34608336","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden. katja.petzold@ki"
"1355","Kato","","","Speleman",6,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.","34798069","10.1016/j.cell.2021.10.027","Cell","Department of Otorhinolaryngology, Head and Neck Surgery, AZ Sint-Jan Brugge-Oostende AV, Bruges, Belgium"
"1356","Katrien","","","Lagrou",21,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.","34798069","10.1016/j.cell.2021.10.027","Cell","Department of Laboratory Medicine and National Reference Centre for Respiratory Pathogens, University Hospitals Leuven, Leuven, Belgium"
"1357","Kavyaa","","","Venkat",1,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.","34612526","10.15252/embj.2021108542","The EMBO journal","Institute of Microbiology, Friedrich Schiller University, Jena, Germany"
"1358","Kay","","","Grünewald",9,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159","10.15252/embj.2020106523","The EMBO journal","Leibniz Institute for Experimental Virology (HPI), Hamburg, Germany"
"1359","Kazeera","","","Aliar",5,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada"
"1360","Kazumitsu","","","Maehara",1,"Modeling population size independent tissue epigenomes by ChIL-seq with single thin sections.","34730297","10.15252/msb.202110323","Molecular systems biology","Division of Transcriptomics, Medical Institute of Bioregulation, Kyushu University, Fukuoka, Japan"
"1361","Kee","Wui","","Huang",9,"Bombesin-like peptide recruits disinhibitory cortical circuits and enhances fear memories.","34610277","10.1016/j.cell.2021.09.013","Cell","Department of Neurobiology, Howard Hughes Medical Institute, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA"
"1362","Keisuke","","","Watanabe",19,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191","10.1016/j.cell.2021.11.016","Cell","Center for Cellular Immunotherapies, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA"
"1363","Keith","A","","Lidke",5,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.","34741801","10.1016/j.cell.2021.10.017","Cell","Department of Physics and Astronomy, University of New Mexico, Albuquerque, NM, USA"
"1364","Keith","E","","Mostov",30,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Departments of Anatomy and Biochemistry/Biophysics, University of California, San Francisco, School of Medicine, San Francisco, CA, USA"
"1365","Keith","","","Phillips",26,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Eli Lilly &amp"
"1366","Kelli","A","","Connolly",5,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.","34852236","10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA"
"1367","Kelly","R","","Barnett",2,"Dual detection of chromatin accessibility and DNA methylation using ATAC-Me.","34663963","10.1038/s41596-021-00608-z","Nature protocols","Department of Biochemistry, Vanderbilt University School of Medicine, Nashville, TN, USA"
"1368","Kelly","K","","Lee",1,"How a broadly neutralizing antibody grapples with antigenic and conformational diversity in dengue virus.","34856127","10.1016/j.cell.2021.11.020","Cell","Department of Medicinal Chemistry, University of Washington, Seattle, WA 98195, USA. Electronic address: kklee@uw"
"1369","Kelvin","A","","Wong",13,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.","34786730","10.15252/embj.2021108307","The EMBO journal","Department of Biochemistry and Molecular Genetics, Northwestern University Feinberg School of Medicine, Chicago, IL, USA"
"1370","Ken","S","","Lau",52,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA"
"1371","Kenichi","","","Ishiyama",7,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191","10.1016/j.cell.2021.11.016","Cell","Department of Microbiology and Immunology, University of California San Francisco and the Parker Institute for Cancer Immunotherapy at the University of California San Francisco, San Francisco, California 94143, USA"
"1372","Kenji","","","Shimada",9,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.","34569643","10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"1373","Kenta","","","Kawasaki",35,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan"
"1374","Kevin","C","","Barry",14,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056","10.1016/j.cell.2021.12.004","Cell","Translational Research Program, Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, WA, USA"
"1375","Kevin","","","Baßler",27,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Systems Medicine, Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE), Bonn, Germany"
"1376","Kevin","W","","Bock",13,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Infectious Disease Pathogenesis Section, Comparative Medicine Branch, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, MD 20892, USA"
"1377","Kevin","M","","Jude",6,"RTN4/NoGo-receptor binding to BAI adhesion-GPCRs regulates neuronal development.","34758294","10.1016/j.cell.2021.10.016","Cell","Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA"
"1378","Kevin","S","","Kapner",10,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"1379","Kevin","W","","Kelley",1,"Human brain organogenesis: Toward a cellular understanding of development and disease.","34774127","10.1016/j.cell.2021.10.003","Cell","Department of Psychiatry and Behavioral Sciences, Stanford University, CA, USA"
"1380","Kevin","C","","Le",8,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365","10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA"
"1381","Kevin","","","Wang",8,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553","10.1016/j.cell.2021.11.029","Cell",""
"1382","Kezhuo","","","Yu",53,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"1383","Kim","","","Baumann",1,"EV signalling in the haematopoietic niche.","34594026","10.1038/s41580-021-00423-0","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature"
"1384","Kim","","","Baumann",1,"A role model of human blastocysts.","34907363","10.1038/s41580-021-00445-8","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature"
"1385","Kimberly","L","","Cooper",3,"Applications of and considerations for using CRISPR-Cas9-mediated gene conversion systems in rodents.","34949863","10.1038/s41596-021-00646-7","Nature protocols","Division of Biological Sciences, Section of Cell and Developmental Biology, University of California San Diego, La Jolla, CA, USA. kcooper@ucsd"
"1386","Kimberly","","","Perez",37,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"1387","Kimberly","","","Ritola",4,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577","10.1016/j.cell.2021.11.019","Cell","HHMI Janelia Research Campus, Ashburn, VA 20147, USA"
"1388","Kimmie","","","Ng",39,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"1389","Kimmie","","","Ng",27,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA"
"1390","Kinji","","","Ohno",7,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.","34605568","10.15252/embj.2020107485","The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan"
"1391","Kinza","","","Rian",105,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"1392","Kiran","","","Challa",2,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.","34569643","10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"1393","Kirankumar","","","Mysore",8,"MtNPF6.5 mediates chloride uptake and nitrate preference in Medicago roots.","34523752","10.15252/embj.2020106847","The EMBO journal","Noble Research Institute, Ardmore, OK, USA"
"1394","Kirill","S","","Korolev",10,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859","10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA"
