"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"1368","Kelvin","A","","Wong",13,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.",34786730,"10.15252/embj.2021108307","The EMBO journal","Department of Biochemistry and Molecular Genetics, Northwestern University Feinberg School of Medicine, Chicago, IL, USA","0","M"
"1369","Kenichi","","","Ishiyama",7,"An NK-like CAR T cell transition in CAR T cell dysfunction.",34861191,"10.1016/j.cell.2021.11.016","Cell","Department of Microbiology and Immunology, University of California San Francisco and the Parker Institute for Cancer Immunotherapy at the University of California San Francisco, San Francisco, California 94143, USA","0","M"
"1370","Kenji","","","Shimada",9,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"1371","Ken","S","","Lau",52,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA","0","M"
"1372","Kenta","","","Kawasaki",35,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan","0","M"
"1373","Kevin","C","","Barry",14,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","Translational Research Program, Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, WA, USA","0","M"
"1374","Kevin","","","Baßler",27,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Systems Medicine, Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE), Bonn, Germany","0","M"
"1375","Kevin","W","","Bock",13,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Infectious Disease Pathogenesis Section, Comparative Medicine Branch, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, MD 20892, USA","6","M"
"1376","Kevin","M","","Jude",6,"RTN4/NoGo-receptor binding to BAI adhesion-GPCRs regulates neuronal development.",34758294,"10.1016/j.cell.2021.10.016","Cell","Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA","0","M"
"1377","Kevin","S","","Kapner",10,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","M"
"1378","Kevin","W","","Kelley",1,"Human brain organogenesis: Toward a cellular understanding of development and disease.",34774127,"10.1016/j.cell.2021.10.003","Cell","Department of Psychiatry and Behavioral Sciences, Stanford University, CA, USA","0","M"
"1379","Kevin","C","","Le",8,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","0","M"
"1380","Kevin","","","Wang",8,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"10.1016/j.cell.2021.11.029","Cell","","0","M"
"1381","Kezhuo","","","Yu",53,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0",""
"1382","K","Christopher","","Garcia",10,"RTN4/NoGo-receptor binding to BAI adhesion-GPCRs regulates neuronal development.",34758294,"10.1016/j.cell.2021.10.016","Cell","Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA","0",""
"1383","Kim","","","Baumann",1,"EV signalling in the haematopoietic niche.",34594026,"10.1038/s41580-021-00423-0","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","0","F"
"1384","Kim","","","Baumann",1,"A role model of human blastocysts.",34907363,"10.1038/s41580-021-00445-8","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","0","F"
"1385","Kimberly","L","","Cooper",3,"Applications of and considerations for using CRISPR-Cas9-mediated gene conversion systems in rodents.",34949863,"10.1038/s41596-021-00646-7","Nature protocols","Division of Biological Sciences, Section of Cell and Developmental Biology, University of California San Diego, La Jolla, CA, USA. kcooper@ucsd","0","F"
"1386","Kimberly","","","Perez",37,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","F"
"1387","Kimberly","","","Ritola",4,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.",34890577,"10.1016/j.cell.2021.11.019","Cell","HHMI Janelia Research Campus, Ashburn, VA 20147, USA","1","F"
"1388","Kimmie","","","Ng",39,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","F"
"1389","Kimmie","","","Ng",27,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA","0","F"
"1390","Kinji","","","Ohno",7,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.",34605568,"10.15252/embj.2020107485","The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan","0","M"
"1391","Kinza","","","Rian",105,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"1392","Kiran","","","Challa",2,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"1393","Kirankumar","","","Mysore",8,"MtNPF6.5 mediates chloride uptake and nitrate preference in Medicago roots.",34523752,"10.15252/embj.2020106847","The EMBO journal","Noble Research Institute, Ardmore, OK, USA","0","M"
"1394","Kirill","S","","Korolev",10,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA","0","M"
"1395","Kirsten","","","Lauber",5,"Analysis of clonogenic growth in vitro.",34697469,"","","","","F"
"1396","Kirstie","A","","Bennett",5,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK","0","F"
"1397","Kizhakke","M","","Sathyan",2,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.",34786730,"10.15252/embj.2021108307","The EMBO journal","R. D. Berlin Center for Cell Analysis and Modeling, The University of Connecticut School of Medicine, Farmington, CT, USA","0",""
"1398","Kizzmekia","S","","Corbett",2,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6",""
"1399","Klaus","M","","Hahn",10,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"10.1016/j.cell.2021.09.026","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA","0","M"
"1400","Kobi","","","Rosenblum",17,"Insular cortex neurons encode and retrieve specific immune responses.",34752731,"10.1016/j.cell.2021.10.013","Cell","Sagol Department of Neurobiology, University of Haifa, Haifa, Israel","0","M"
"1401","Kobi","","","Rosenblum",17,"Insular cortex neurons encode and retrieve specific immune responses.",34890554,"10.1016/j.cell.2021.11.021","Cell","","0","M"
"1402","Koki","","","Mimura",4,"A genetically targeted reporter for PET imaging of deep neuronal circuits in mammalian brains.",34636430,"10.15252/embj.2021107757","The EMBO journal","Department of Functional Brain Imaging, National Institutes for Quantum and Radiological Science and Technology, Chiba, Japan","0","M"
"1403","Konrad","","","Rokicki",7,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA","0","M"
"1404","Konstantinos","","","Hatzikotoulas",2,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"1405","Kosuke","","","Tomimatsu",2,"Modeling population size independent tissue epigenomes by ChIL-seq with single thin sections.",34730297,"10.15252/msb.202110323","Molecular systems biology","Division of Transcriptomics, Medical Institute of Bioregulation, Kyushu University, Fukuoka, Japan","0","M"
"1406","Kristen","E","","Lowder",6,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","F"
"1407","Kristian","","","Händler",10,"Microglial PD-1 stimulation by astrocytic PD-L1 suppresses neuroinflammation and Alzheimer's disease pathology.",34825707,"10.15252/embj.2021108662","The EMBO journal","Systems Medicine, German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany","0","M"
"1408","Kristian","","","Hveem",59,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"1409","Kristie","","","Oxford",46,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"1410","Kristina","","","Hanspers",50,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"1411","Kristin","K","","Brown",1,"AMPK CA(R)Sts a new light on amino acid sensing.",34582060,"10.15252/embj.2021109575","The EMBO journal","Cancer Research Division, Peter MacCallum Cancer Centre, Melbourne, Vic., Australia","0","F"
"1412","Kristine","","","Donahue",9,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.",34487377,"10.15252/embj.2021108065","The EMBO journal","McArdle Laboratory for Cancer Research, University of Wisconsin-Madison, Madison, WI, USA","0","F"
"1413","Kristy","","","Shield-Artin",3,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"10.15252/embj.2019103718","The EMBO journal","The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia","0","F"
"1414","Kristy","","","Tjokro",7,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.",34644528,"10.1016/j.cell.2021.09.021","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA","0","F"
"1415","Krithika","R","","Subramanian",7,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"10.15252/embj.2020106973","The EMBO journal","Department of Pharmacology &amp","0","F"
"1416","Krystle","N","","Agans",8,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.",34715022,"10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","0","F"
"1417","Krzysztof","","","Okrasa",19,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK","0","M"
"1418","Kun","","","Qu",86,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"1419","Kun","","","Zhang",5,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).",34650278,"10.1038/s41596-021-00507-3","Nature protocols","Department of Bioengineering, University of California, San Diego, La Jolla, CA, USA. kzhang@bioeng.ucsd","0","M"
"1420","Kuoyuan","","","Cheng",1,"Genome-scale metabolic modeling reveals SARS-CoV-2-induced metabolic changes and antiviral targets.",34709707,"10.15252/msb.202110260","Molecular systems biology","Cancer Data Science Laboratory (CDSL), National Cancer Institute (NCI), National Institutes of Health (NIH), Bethesda, MD, USA","0","M"
